date,data,url
2018-07-13,"Ambani has added $4 billion to his wealth in 2018.   RIL’s market valuation on Friday surged past Rs 7 lakh crore mark in the morning trade, making it the second company after TCS to achieve this milestone. The company’s market capitalisation (m-cap) rose to Rs 7,01,404 crore (over $102 billion) during the early trade on BSE. The m-cap has been calculated at the stock's 52-week high price of Rs 1,107.25. Earlier this month, Ambani launched advanced fiber-based broadband connectivity service called JioGigaFibre and JioGigaTV, a set-top box with ability to play videos at 4k resolution. ""As we kick off our Golden Decade with a flourish, we remind ourselves of Reliance’s unwavering commitment towards India’s rise. May the God Almighty bless us in our endeavour,"" Ambani had said at the conglomerate’s Annual General Meeting (AGM).  (Disclaimer: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited)   .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/india/mukesh-ambani-overtakes-jack-ma-to-become-asias-richest-person-1811177.html
2018-10-24,,https://www.news18.com/news/tech/india-mobile-congress-live-updates-mukesh-ambani-says-india-to-have-100-4g-population-soon-1919231.html
2018-01-23,"The new tariffs will be available from January 26.   (Disclaimer: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited).   Don't miss: Microsoft Xbox One X | All You Need to Know  .embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }  .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/tech/reliance-jio-republic-day-offer-get-50-more-4g-mobile-data-and-more-1639907.html
2018-02-11,"Also read: Winter Olympics 2018: Games Organisers Confirm Cyber Attack, Won't Reveal Source   Reliance announced the launch of 4G and VoLTE-enabled JioPhone on July 21 last year. Aimed at over 50 crore feature phone users, the 2.4-inch device has a 2-megapixel rear camera and runs on 2000mAh battery. The JioPhone has a single Nano-SIM slot and a microSD card slot. According to industry sources, Jio carries more than 100 Crore GB data per month.  (Disclaimer: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited)   Watch: Sonam Wangchuk, Engineer And Education Reformist | Interview  .embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }  .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/tech/reliance-jiophone-now-on-sale-through-mobikwik-1657855.html
2018-09-10,(Disclaimer: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited that also owns Reliance Jio) .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px},https://www.news18.com/news/tech/whatsapp-now-available-on-reliance-jiophone-1874015.html
2018-01-25,"Also read: Reliance Jio Republic Day Offer: Get 50% More 4G Mobile Data And More   JioPhone users will be able to avail free voice calls and unlimited data (1GB at high speed) for 28 days at a price of Rs. 49. Jio is also introducing affordable data add-ons at Rs 11, 21, 51 and 101.  Device Affordability: Even an entry-level smart phone costs between Rs 3,000 to Rs 4,500 making it unaffordable for feature phone users to upgrade to a smartphone. This is the reason why the company has introduced the effectively FREE JioPhone offer. As per Reliance Jio, JioPhone is the beginning of a movement where every Indian will be able to avail the features of a smartphone along with a high-speed 4G connection at affordable rates. JioPhone will be available at retail outlets as well as for online ordering through MyJio App or Jio.com.  (Disclaimer: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited)  Watch: Samsung Galaxy A8+ Review: The Affordable Samsung Galaxy S8  .embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; } .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/tech/here-is-how-reliance-jio-plans-to-use-jiophone-movement-towards-making-a-digital-india-1641987.html
2018-03-29,"In addition to the cashback, users are also entitled to up to 60GB of additional data, in the form of on additional data vouchers of 10GB, usable per recharge. The data can be availed for a maximum of 6 recharges before June 30, 2018.  (Disclosure: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited that also owns Reliance Jio)  Watch: Android Oreo (Go Edition) First Look at MWC 2018 | Nokia 1 & Lava Z50  .embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }  .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/tech/reliance-jio-offer-nokia-1-with-rs-2200-cashback-60gb-additional-data-1703341.html
2018-07-29,"The broader NSE Nifty too hit a new high by rising 31 points, or 0.27 per cent, to 11,309.35.   Trading sentiment remained bullish backed by sustained capital inflows by foreign funds and widespread buying by retail investors, driven by strong earnings by some more bluechip companies that helped key indices to scale new peaks, brokers said. All eyes will be on Reserve Bank of India's Monetary Policy Committee (MPC) meet to decide on its policy rates.  The Reserve Bank is likely to maintain status quo on the key interest rate on Wednesday notwithstanding elevated oil prices and government's announcement to steeply hike minimum support price for kharif crops, experts said. Reliance Industries rose by 0.94 per cent to quote at 1,140.25 after the company Friday reported its highest-ever quarterly net profit as bumper earnings from the retail business, improved profitability of telecom arm and near doubling of earnings from petrochemical business offset lower margins from oil refining business. Other gainers were SBI, ONGC, ICICI Bank, Vedanta, Coal India, Power Grid, Tata Motors, HUL, Tata Steel, TCS, Bharti Airtel, M&M, NTPC and Adani Ports, rising up to 3.24 per cent. PSU, oil & gas, banking, power, metal, Infrastructure, consumer durables and realty sector stocks were leading the rally. According to provisional exchange data, foreign institutional investors (FIIs) put in a net of Rs 738.05 crore and domestic institutional investors (DIIs) bought shares worth a net of Rs 406.12 crore on Friday. Asian stocks declined as markets took cues from declines in Wall Street's last session, with focus this week shifting to the Bank of Japan, which will declare its interest rate decision on Tuesday. Nikkei shed 0.75 per cent, Hong Kong's Hang Seng was down 0.66 per cent, while Shanghai Composite index fell by 0.16 per cent in early trade today. US stocks closed lower Friday, following disappointing results from Twitter Inc. and bellwethers, including Exxon and Intel. Meanwhile, the Federal Reserve's Federal Open Market Committee will embark on its two-day meeting on Tuesday, with the US central bank expected to announce its decision on Wednesday.   .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/business/sensex-hits-record-high-of-37496-nifty-above-11300-1827701.html
2018-11-05,(Disclaimer: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited) .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px},https://www.news18.com/news/tech/reliance-jiophone-2-will-be-available-via-open-sale-till-november-12-everything-you-need-to-know-1930583.html
2018-08-03,"In essence, SBI will be engaging Jio as one of its preferred partners for designing and providing network and connectivity solutions. With this partnership, SBI is also looking to launch customer-centric services such as video banking and other on-demand services. Additionally, Jio Phones will be available on special offers for SBI customers. The companies have also announced SBI YONO, an omnichannel platform offering digital banking, commerce and financial superstore services to customers. YONO’s digital banking features and solutions will be enabled through the MyJio platform.    In addition, MyJio mobile application will now bring in financial services capabilities of SBI and Jio Payments Bank. Jio Prime will also offer exclusive deals from Reliance Retail, Jio, partner brands and merchants. In addition, with an integration between SBI Rewardz (existing loyalty program from SBI) and Jio Prime, customers of SBI will be offered additional loyalty reward earning opportunities as well as broader redemption within Reliance, Jio and other online and physical partner ecosystems. .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/tech/reliance-jio-and-sbi-partnership-everything-you-need-to-know-1832855.html
2018-12-19,"""Fundamentally, I am a big believer in the power of all of us together rather than a power of few. I think that will differentiate China and India in the long-run. My belief is that a decentralised empowered world where everybody being equal is better off than where few people are in power. That is true for data world,"" he said.   Ambani said the world will have to go from aggregator model to a distributor model as he backed those arguing for preventing foreign companies from repatriating and making money off of Indian consumers' data. ""Important thing is that data of an Indian belongs to him. It does not belong to a corporation, whether it be Indian or global. The only right that the corporation has is exactly like a bank that if I give you a fixed deposit locker and you put your money. which is your data in my locker, it doesn't become mine that I take that money and gamble on the stock market. If I make gain take it and then say I have given back your Rs 100. It doesn't work like that,"" he said. The RIL head also spoke about how digital technology had empowered people like nothing before in human history. He went on to speak about digital media vis-a-vis traditional mass media: ""Before digital, so-called mass media was for a passive audience. Social media's very name connotes that it belongs to society as a whole. I believe digital is the greatest friend to democracy."" ""Media in the digital age is of the people, for the people and by the people like nothing before."" Explaining his vision for the fourth industrial revolution and how India will be riding the change he said, ""Earlier, the world had witnessed 3 industrial revolutions. India only started playing catch-up in the third. The fourth industrial revolution is marked by a fusion of the technological physical and biological worlds. This is powered by data and will be defined by humanism"" He then put forth three reasons as to why India will lead the fourth industrial revolution. “India today is different from the India of yesteryears. It's a young nation. 63 percent of 1.3 billion are below 35. As a result, our nation is more vibrant than ever before. Each of 1.3 billion can actively participate in the 4th industrial revolution and solve problems,” he said. Ambani also addressed the five areas that India needs to focus on where he said that data will be the mainstay for the changing times ahead.  “India needs to prepare for the age of digital abundance. Indians will have access to all data on the cloud. Jio is geared towards connecting everything. India today is digitally united,” he said. The business tycoon then chose to focus on three areas specifically: agriculture, education and healthcare. Coming back to the fourth industrial revolution, he quoted Prime Minister Narendra Modi, saying, ""India's contribution towards the fourth industrial Revolution will leave the world stunned"". He declared, ""This will be prophetic.""  Disclaimer: Reliance Industries Ltd, which owns Jio, is the sole beneficiary of Independent Media Trust which controls Network18 Media & Investments Ltd.  .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/india/digital-is-the-greatest-friend-of-democracy-india-will-lead-4th-industrial-revolution-says-mukesh-ambani-1978323.html
2018-03-09,"3. Choose commentary in a language of their choice - Hindi, English, Tamil, Telugu and Kannada4. Get access to leading cricket experts and commentators including Zaheer Khan, Ashish Nehra and Gaurav Kapoor  5. View score and other details on demand, on a single click6. Watch catch-up (past content) in case they have missed a ball or a six Through this update, Jio aims to use technology to enable its viewers to have a more refined game-viewing experience.  Also read: Xiaomi Redmi 5 Launch on March 14: Expected Price, Specifications And More “Interactivity in sports will transform the way sports is consumed in India. Jio continues to deliver the best and most premium content exclusively to its users through the Jio apps. Additionally, we have challenged status quo and redefined the existing user experience, with the help of technology. Jio will continue to bring a superlative consumer experience in the areas of sports, AR, VR, Immersive viewing and more in the coming days,” said Akash Ambani, Director, Jio. JioTV users need to update to the latest version of the app from the relevant app store to get this feature. JioTV, which recently won the prestigious Global Mobile (GLOMO) Award 2018 for the “Best Mobile Video Content”, has acquired the exclusive India digital rights for the T20 cricket series Nidahas Trophy - a tri-nation T20 competition being played at Colombo from March 6 to 18, 2018 between host Sri Lanka, Bangladesh and India. JioTV will provide comprehensive coverage of the triangular series, enabling viewers in India to access live and catch-up content on their mobile devices. The event coverage on JioTV will commence on match days at 6:25 pm.  It will include live and repeat telecast and highlight packages.  (Disclaimer: News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited)  Watch: Nokia 7 Plus First Look at MWC 2018  .embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }  .update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.update_date{font-size:12px;color:#666;display:block;text-align:left}.update_date strong{font-weight:700}.related-storybox{padding:10px 0;border-top:1px solid #eee;border-bottom:1px solid #eee;margin:14px 0}.related-storybox h2{font-size:20px;padding-bottom:6px;color:#222}.related-storybox ul{display:flex;justify-content:space-between}.related-storybox ul li{background:#f0f0f0;margin-right:10px;flex:1;padding:10px;box-sizing:border-box;font-size:15px;line-height:21px}.related-storybox ul li:last-child{margin-right:0}.related-storybox ul li a{color:#222}.related-storybox ul li img{float:left;padding-right:10px}@media(max-width:600px){.related-storybox ul li{flex-basis:100%;margin-bottom:10px;height:92px;margin-right:0}.related-storybox ul{display:block}} .video-sicon{top:25px;}ul.opinion-listing{border-bottom:1px solid #ccc; display:flex; margin-bottom:10px; justify-content:space-between}ul.opinion-listing li{border-bottom: 0; max-width:216px; width:100%; font-size:15px; padding:15px 0 12px; position:relative; line-height:22px; font-weight:bold}ul.opinion-listing li a{color:#282828}.alsowatch{font-size:20px; font-weight:bold; padding-top:10px; color:#444; border-bottom:1px solid #ccc; padding-bottom:4px;}ul.opinion-listing li .vodeoiconb{width:35px; height:35px; background-size:35px; top:25px; left:170px}",https://www.news18.com/news/tech/reliance-jio-announces-interactive-sports-experience-on-jiotv-for-nidahas-trophy-viewers-1684609.html
