user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
KinjalS22870777,Kinjal Sharma,1028880137024991232,2018-08-13 05:45:14,/KinjalS22870777/status/1028880137024991232,0,0,0,"Stocks in the news: Tata Steel, Glenmark, Union Bank, Sun TV, Godfrey Phillips https://bit.ly/2lcxxbu  #GalaxyTabA or Give a Missed call on 8306308308 pic.twitter.com/L8TPv5cLtF","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Stocks in the news: <strong>Tata Steel</strong>, Glenmark, Union Bank, Sun TV, Godfrey Phillips <a class=""twitter-timeline-link"" data-expanded-url=""https://bit.ly/2lcxxbu"" dir=""ltr"" href=""https://t.co/GpcB80DZ5j"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2lcxxbu""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2lcxxbu</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GalaxyTabA?src=hash""><s>#</s><b>GalaxyTabA</b></a> <strong>or</strong> Give a Missed call on 8306308308 <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/L8TPv5cLtF"">pic.twitter.com/L8TPv5cLtF</a></p>"
Kanika_Agrawal1,Kanika Agrawal,1028878266478682112,2018-08-13 05:37:49,/Kanika_Agrawal1/status/1028878266478682112,0,0,0,"Stocks in the news: Tata Steel, Glenmark, Union Bank, Sun TV, Godfrey Phillips https://bit.ly/2lcxxbu  #GalaxyTabA or Give a Missed call on 8306308308 pic.twitter.com/CXorCNUVbF","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Stocks in the news: <strong>Tata Steel</strong>, Glenmark, Union Bank, Sun TV, Godfrey Phillips <a class=""twitter-timeline-link"" data-expanded-url=""https://bit.ly/2lcxxbu"" dir=""ltr"" href=""https://t.co/j1Pvm9zOO5"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2lcxxbu""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2lcxxbu</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GalaxyTabA?src=hash""><s>#</s><b>GalaxyTabA</b></a> <strong>or</strong> Give a Missed call on 8306308308 <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CXorCNUVbF"">pic.twitter.com/CXorCNUVbF</a></p>"
sahneydeepak,Deepak Sahney,1028645883196395520,2018-08-12 14:14:24,/sahneydeepak/status/1028645883196395520,5,0,1,There r many of the view that nifty will touch higher lvl. Steel sector all depends on world metal prices. N I don't C in accepting that tata steel abv 570 strong n below 550 weak. My personal advice is to exit or buy 550 put n hedge option ttly yrs. New old followers all r frnds https://twitter.com/atulgup41169541/status/1028641961119383553 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">There r many of the view that nifty will touch higher lvl. <strong>Steel</strong> sector all depends on world metal prices. N I don't C in accepting that <strong>tata steel</strong> abv 570 strong n below 550 weak. My personal advice is to exit <strong>or</strong> buy 550 put n hedge option ttly yrs. New old followers all r frnds <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/atulgup41169541/status/1028641961119383553"" dir=""ltr"" href=""https://t.co/8PZnLjroMt"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/atulgup41169541/status/1028641961119383553""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/atulgup4116954</span><span class=""invisible"">1/status/1028641961119383553</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
DevoForIndy,DevoForIndy,1013101038465945600,2018-06-30 16:44:44,/DevoForIndy/status/1013101038465945600,1,0,1,"#BrexitBonus becomes #BrexitBust 
ThyssenKrups to merge with Tata Steel. New company will be Europe’s second largest steel company. 
Yet another part of Tata’s UK operations heading to Europe either wholly or in part. 
More jobs lost.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BrexitBonus?src=hash""><s>#</s><b>BrexitBonus</b></a> becomes <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BrexitBust?src=hash""><s>#</s><b>BrexitBust</b></a> 
ThyssenKrups to merge with <strong>Tata Steel</strong>. New company will be Europe’s second largest <strong>steel</strong> company. 
Yet another part of <strong>Tata</strong>’s UK operations heading to Europe either wholly <strong>or</strong> in part. 
More jobs lost.</p>"
swanarcade,Andrew Carder #FBPE #Gloves Off #Resistance Mob,1013064393678917632,2018-06-30 14:19:07,/swanarcade/status/1013064393678917632,0,0,0,Tata steel merger to safeguard jobs at Port Talbot works https://www.walesonline.co.uk/news/wales-news/tata-steel-merger-german-company-14848546#ICID=sharebar_twitter … Doing what the government can't or won't do....,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tata steel</strong> merger to safeguard jobs at Port Talbot works <a class=""twitter-timeline-link"" data-expanded-url=""https://www.walesonline.co.uk/news/wales-news/tata-steel-merger-german-company-14848546#ICID=sharebar_twitter"" dir=""ltr"" href=""https://t.co/tu6JzYVhdS"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.walesonline.co.uk/news/wales-news/tata-steel-merger-german-company-14848546#ICID=sharebar_twitter""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">walesonline.co.uk/news/wales-new</span><span class=""invisible"">s/tata-steel-merger-german-company-14848546#ICID=sharebar_twitter</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> Doing what the government can't <strong>or</strong> won't do....</p>"
kpthakershy,K.P.,1013006425356996609,2018-06-30 10:28:47,/kpthakershy/status/1013006425356996609,0,0,0,Nice but it is all rosy.. there are Huge infact humongous loans on every steel firms be it tata steel or Prakash.. I duno how they envisage that no such Huge loans ever turn into NPA..,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Nice but it is all rosy.. there are Huge infact humongous loans on every <strong>steel</strong> firms be it <strong>tata steel</strong> <strong>or</strong> Prakash.. I duno how they envisage that no such Huge loans ever turn into NPA..</p>"
ChrisSibthorpe,Chris Sibthorpe,1012973461315125249,2018-06-30 08:17:47,/ChrisSibthorpe/status/1012973461315125249,1,0,0,"Saturday morning @BBCNews - NHS England propose ruling out some procedures deemed 'ineffective or risky', warnings over water supplies due to heatwave, Tata Steel confirms merger plans with ThyssenKrupp and Saddleworth Moor fires continue","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Saturday morning <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""612473"" dir=""ltr"" href=""/BBCNews""><s>@</s><b>BBCNews</b></a> - NHS England propose ruling out some procedures deemed 'ineffective <strong>or</strong> risky', warnings over water supplies due to heatwave, <strong>Tata Steel</strong> confirms merger plans with ThyssenKrupp and Saddleworth Moor fires continue</p>"
CapitalStars006,Anju Shukla,1012945761980637184,2018-06-30 06:27:43,/CapitalStars006/status/1012945761980637184,0,0,0,"“SENSEX, RUPEE JUMP MOST IN A MONTH; TATA STEEL, BAJAJ AUTO RISE OVER 3% - 30 JUNE 2018” https://buff.ly/2KCmtz6 
Contact us 9977499927 Or 0731-6690000
#Capitalstars #freeCommodityTips #Investment #advisory #financial #StockMarket #stocks #stockmarket #stocktrading #tradingpic.twitter.com/r0nIqyIxTz","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">“SENSEX, RUPEE JUMP MOST IN A MONTH; <strong>TATA STEEL</strong>, BAJAJ AUTO RISE OVER 3% - 30 JUNE 2018” <a class=""twitter-timeline-link"" data-expanded-url=""https://buff.ly/2KCmtz6"" dir=""ltr"" href=""https://t.co/7iCAaosdq1"" rel=""nofollow noopener"" target=""_blank"" title=""https://buff.ly/2KCmtz6""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">buff.ly/2KCmtz6</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
Contact us 9977499927 <strong>Or</strong> 0731-6690000
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Capitalstars?src=hash""><s>#</s><b>Capitalstars</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/freeCommodityTips?src=hash""><s>#</s><b>freeCommodityTips</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Investment?src=hash""><s>#</s><b>Investment</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/advisory?src=hash""><s>#</s><b>advisory</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/financial?src=hash""><s>#</s><b>financial</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StockMarket?src=hash""><s>#</s><b>StockMarket</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/stocks?src=hash""><s>#</s><b>stocks</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/stockmarket?src=hash""><s>#</s><b>stockmarket</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/stocktrading?src=hash""><s>#</s><b>stocktrading</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/trading?src=hash""><s>#</s><b>trading</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/r0nIqyIxTz"">pic.twitter.com/r0nIqyIxTz</a></p>"
Xeezy_1996,Xeezy,1012842414745182208,2018-06-29 23:37:04,/Xeezy_1996/status/1012842414745182208,0,0,0,well tata steel is an Indian firm right? then its not much of worry they have good reputations had it been chinese or american firm we would have been screwed for good,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">well <strong>tata steel</strong> is an Indian firm right? then its not much of worry they have good reputations had it been chinese <strong>or</strong> american firm we would have been screwed for good</p>"
DollarAdvisory,Dollar Advisory,1012281276487757826,2018-06-28 10:27:18,/DollarAdvisory/status/1012281276487757826,1,0,1,"#Closing #Bell:-
#Gainers:- M&M (+1.60%), Infosys (+1.40%), Tata Steel (+1.03%), Lupin (+0.96%), and ONGC (+0.86%)
#Losers:- Tech Mahindra (-4.52%), Titan (-3.39%), GAIL (-2.74%), Grasim (-2.09%), and Coal India (-2.05%)
✆ +91 9111-179961 or Visit http://www.dollaradvisory.com pic.twitter.com/CYB2qthSzd","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Closing?src=hash""><s>#</s><b>Closing</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Bell?src=hash""><s>#</s><b>Bell</b></a>:-
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Gainers?src=hash""><s>#</s><b>Gainers</b></a>:- M&amp;M (+1.60%), Infosys (+1.40%), <strong>Tata Steel</strong> (+1.03%), Lupin (+0.96%), and ONGC (+0.86%)
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Losers?src=hash""><s>#</s><b>Losers</b></a>:- Tech Mahindra (-4.52%), Titan (-3.39%), GAIL (-2.74%), Grasim (-2.09%), and Coal India (-2.05%)
✆ +91 9111-179961 <strong>or</strong> Visit <a class=""twitter-timeline-link"" data-expanded-url=""http://www.dollaradvisory.com"" dir=""ltr"" href=""https://t.co/cTs4SjQlZL"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.dollaradvisory.com""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">dollaradvisory.com</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CYB2qthSzd"">pic.twitter.com/CYB2qthSzd</a></p>"
